ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours
Yes,28.0,81.0,69.0,0,0,79.0,Yes,B,Female,Yes,Kinesthetic,Medium,15.0,Pass,High,2,18.0
Yes,26.0,65.0,69.0,0,1,64.0,Yes,C,Female,Yes,Kinesthetic,Medium,9.0,Pass,High,1,18.0
Yes,22.0,92.0,89.0,1,1,68.0,Yes,C,Male,Yes,Auditory,Medium,19.0,Pass,Medium,2,20.0
Yes,19.0,79.0,89.0,1,0,57.0,Yes,C,Male,Yes,Auditory,Medium,3.0,Pass,Medium,,20.0
Yes,21.0,81.0,89.0,1,1,99.0,Yes,A,Male,Yes,Visual,Medium,20.0,Pass,Medium,2,20.0
Yes,29.0,55.0,89.0,1,0,41.0,Yes,D,Male,Yes,Kinesthetic,Medium,4.0,Fail,Medium,2,20.0
Yes,22.0,92.0,89.0,1,1,68.0,Yes,C,Male,Yes,Auditory,Low,19.0,Pass,Medium,2,20.0
Yes,19.0,79.0,89.0,1,0,57.0,Yes,C,Male,Yes,Auditory,Low,3.0,Pass,Medium,,20.0
Yes,21.0,81.0,89.0,1,1,99.0,Yes,A,Male,Yes,Visual,Low,20.0,Pass,Medium,2,20.0
Yes,29.0,55.0,89.0,1,0,41.0,Yes,D,Male,Yes,Kinesthetic,Low,4.0,Fail,Medium,2,20.0
Yes,22.0,92.0,89.0,1,1,68.0,Yes,C,Male,Yes,Auditory,Low,19.0,Pass,High,2,20.0
Yes,19.0,79.0,89.0,1,0,57.0,Yes,C,Male,Yes,Auditory,Low,3.0,Pass,High,,20.0
Yes,21.0,81.0,89.0,1,1,99.0,Yes,A,Male,Yes,Visual,Low,20.0,Pass,High,2,20.0
Yes,29.0,55.0,89.0,1,0,41.0,Yes,D,Male,Yes,Kinesthetic,Low,4.0,Fail,High,2,20.0
Yes,22.0,92.0,89.0,1,1,68.0,Yes,C,Male,Yes,Auditory,High,19.0,Pass,Medium,2,20.0
Yes,19.0,79.0,89.0,1,0,57.0,Yes,C,Male,Yes,Auditory,High,3.0,Pass,Medium,,20.0
Yes,21.0,81.0,89.0,1,1,99.0,Yes,A,Male,Yes,Visual,High,20.0,Pass,Medium,2,20.0
Yes,29.0,55.0,89.0,1,0,41.0,Yes,D,Male,Yes,Kinesthetic,High,4.0,Fail,Medium,2,20.0
Yes,22.0,92.0,89.0,1,1,68.0,Yes,C,Male,Yes,Auditory,Low,19.0,Pass,Low,2,20.0
Yes,19.0,79.0,89.0,1,0,57.0,Yes,C,Male,Yes,Auditory,Low,3.0,Pass,Low,,20.0
Yes,21.0,81.0,89.0,1,1,99.0,Yes,A,Male,Yes,Visual,Low,20.0,Pass,Low,2,20.0
Yes,29.0,55.0,89.0,1,0,41.0,Yes,D,Male,Yes,Kinesthetic,Low,4.0,Fail,Low,2,20.0
No,22.0,92.0,89.0,1,1,68.0,No,C,Male,Yes,Auditory,Low,19.0,Pass,High,2,20.0
No,19.0,79.0,89.0,1,0,57.0,No,C,Male,Yes,Auditory,Low,3.0,Pass,High,,20.0
No,21.0,81.0,89.0,1,1,99.0,No,A,Male,Yes,Visual,Low,20.0,Pass,High,2,20.0
No,29.0,55.0,89.0,1,0,41.0,No,D,Male,Yes,Kinesthetic,Low,4.0,Fail,High,2,20.0
No,22.0,92.0,89.0,1,1,68.0,No,C,Male,Yes,Auditory,Medium,19.0,Pass,High,2,20.0
No,19.0,79.0,89.0,1,0,57.0,No,C,Male,Yes,Auditory,Medium,3.0,Pass,High,,20.0
No,21.0,81.0,89.0,1,1,99.0,No,A,Male,Yes,Visual,Medium,20.0,Pass,High,2,20.0
No,29.0,55.0,89.0,1,0,41.0,No,D,Male,Yes,Kinesthetic,Medium,4.0,Fail,High,2,20.0
Yes,27.0,63.0,81.0,0,1,81.0,Yes,B,Male,Yes,Visual,Low,0.0,Pass,Low,2,10.0
Yes,27.0,63.0,81.0,0,1,81.0,Yes,B,Male,Yes,Visual,Medium,0.0,Pass,Medium,2,10.0
No,27.0,63.0,81.0,0,1,81.0,No,B,Male,Yes,Visual,Medium,0.0,Pass,High,2,10.0
No,18.0,74.0,82.0,0,1,66.0,No,C,Female,Yes,Kinesthetic,High,17.0,Pass,Medium,1,12.0
No,25.0,83.0,82.0,0,0,41.0,No,D,Female,Yes,Visual,High,12.0,Fail,Medium,,12.0
Yes,18.0,74.0,82.0,0,1,66.0,Yes,C,Female,Yes,Kinesthetic,High,17.0,Pass,Medium,1,12.0
Yes,25.0,83.0,82.0,0,0,41.0,Yes,D,Female,Yes,Visual,High,12.0,Fail,Medium,,12.0
No,18.0,74.0,82.0,0,1,66.0,No,C,Female,Yes,Kinesthetic,Low,17.0,Pass,Low,1,12.0
No,25.0,83.0,82.0,0,0,41.0,No,D,Female,Yes,Visual,Low,12.0,Fail,Low,,12.0
Yes,27.0,89.0,78.0,1,1,55.0,Yes,C,Male,Yes,Reading/Writing,High,9.0,Pass,Low,2,24.0
Yes,23.0,59.0,78.0,0,1,55.0,Yes,C,Male,Yes,Auditory,High,9.0,Pass,Low,1,24.0
Yes,23.0,66.0,78.0,1,1,98.0,Yes,A,Male,Yes,Visual,High,11.0,Pass,Low,2,24.0
Yes,29.0,71.0,78.0,1,1,64.0,Yes,C,Male,Yes,Auditory,High,12.0,Pass,Low,2,24.0
Yes,27.0,89.0,78.0,1,1,55.0,Yes,C,Male,Yes,Reading/Writing,Medium,9.0,Pass,High,2,24.0
Yes,23.0,59.0,78.0,0,1,55.0,Yes,C,Male,Yes,Auditory,Medium,9.0,Pass,High,1,24.0
Yes,23.0,66.0,78.0,1,1,98.0,Yes,A,Male,Yes,Visual,Medium,11.0,Pass,High,2,24.0
Yes,29.0,71.0,78.0,1,1,64.0,Yes,C,Male,Yes,Auditory,Medium,12.0,Pass,High,2,24.0
Yes,27.0,89.0,78.0,1,1,55.0,Yes,C,Male,Yes,Reading/Writing,Low,9.0,Pass,Medium,2,24.0
Yes,23.0,59.0,78.0,0,1,55.0,Yes,C,Male,Yes,Auditory,Low,9.0,Pass,Medium,1,24.0
Yes,23.0,66.0,78.0,1,1,98.0,Yes,A,Male,Yes,Visual,Low,11.0,Pass,Medium,2,24.0
Yes,29.0,71.0,78.0,1,1,64.0,Yes,C,Male,Yes,Auditory,Low,12.0,Pass,Medium,2,24.0
No,25.0,81.0,73.0,1,1,90.0,No,A,Male,Yes,Auditory,Medium,14.0,Pass,Medium,,21.0
No,25.0,89.0,73.0,0,1,87.0,No,A,Male,Yes,Reading/Writing,Medium,14.0,Pass,Medium,2,21.0
Yes,25.0,81.0,73.0,1,1,90.0,Yes,A,Male,Yes,Auditory,High,14.0,Pass,Medium,,21.0
Yes,25.0,89.0,73.0,0,1,87.0,Yes,A,Male,Yes,Reading/Writing,High,14.0,Pass,Medium,2,21.0
Yes,25.0,81.0,73.0,1,1,90.0,Yes,A,Male,Yes,Auditory,Medium,14.0,Pass,Medium,,21.0
Yes,25.0,89.0,73.0,0,1,87.0,Yes,A,Male,Yes,Reading/Writing,Medium,14.0,Pass,Medium,2,21.0
No,25.0,81.0,73.0,1,1,90.0,No,A,Male,Yes,Auditory,High,14.0,Pass,Medium,,21.0
No,25.0,89.0,73.0,0,1,87.0,No,A,Male,Yes,Reading/Writing,High,14.0,Pass,Medium,2,21.0
No,25.0,81.0,73.0,1,1,90.0,No,A,Male,No,Auditory,Medium,14.0,Pass,Medium,,21.0
No,25.0,89.0,73.0,0,1,87.0,No,A,Male,No,Reading/Writing,Medium,14.0,Pass,Medium,2,21.0
Yes,23.0,59.0,84.0,0,1,77.0,Yes,B,Male,Yes,Reading/Writing,Low,8.0,Pass,Medium,2,20.0
Yes,23.0,82.0,84.0,1,1,98.0,Yes,A,Male,Yes,Auditory,Low,9.0,Pass,Medium,1,20.0
Yes,24.0,100.0,84.0,1,1,62.0,Yes,C,Male,Yes,Visual,Low,19.0,Pass,Medium,1,20.0
No,23.0,59.0,84.0,0,1,77.0,No,B,Male,Yes,Reading/Writing,Medium,8.0,Pass,Medium,2,20.0
No,23.0,82.0,84.0,1,1,98.0,No,A,Male,Yes,Auditory,Medium,9.0,Pass,Medium,1,20.0
No,24.0,100.0,84.0,1,1,62.0,No,C,Male,Yes,Visual,Medium,19.0,Pass,Medium,1,20.0
No,23.0,59.0,84.0,0,1,77.0,No,B,Male,Yes,Reading/Writing,Low,8.0,Pass,Medium,2,20.0
No,23.0,82.0,84.0,1,1,98.0,No,A,Male,Yes,Auditory,Low,9.0,Pass,Medium,1,20.0
No,24.0,100.0,84.0,1,1,62.0,No,C,Male,Yes,Visual,Low,19.0,Pass,Medium,1,20.0
Yes,23.0,59.0,84.0,0,1,77.0,Yes,B,Male,Yes,Reading/Writing,High,8.0,Pass,Medium,2,20.0
Yes,23.0,82.0,84.0,1,1,98.0,Yes,A,Male,Yes,Auditory,High,9.0,Pass,Medium,1,20.0
Yes,24.0,100.0,84.0,1,1,62.0,Yes,C,Male,Yes,Visual,High,19.0,Pass,Medium,1,20.0
No,23.0,59.0,84.0,0,1,77.0,No,B,Male,Yes,Reading/Writing,Medium,8.0,Pass,High,2,20.0
No,23.0,82.0,84.0,1,1,98.0,No,A,Male,Yes,Auditory,Medium,9.0,Pass,High,1,20.0
No,24.0,100.0,84.0,1,1,62.0,No,C,Male,Yes,Visual,Medium,19.0,Pass,High,1,20.0
No,23.0,59.0,84.0,0,1,77.0,No,B,Male,Yes,Reading/Writing,Medium,8.0,Pass,Low,2,20.0
No,23.0,82.0,84.0,1,1,98.0,No,A,Male,Yes,Auditory,Medium,9.0,Pass,Low,1,20.0
No,24.0,100.0,84.0,1,1,62.0,No,C,Male,Yes,Visual,Medium,19.0,Pass,Low,1,20.0
Yes,23.0,59.0,84.0,0,1,77.0,Yes,B,Male,Yes,Reading/Writing,Medium,8.0,Pass,Medium,2,20.0
Yes,23.0,82.0,84.0,1,1,98.0,Yes,A,Male,Yes,Auditory,Medium,9.0,Pass,Medium,1,20.0
Yes,24.0,100.0,84.0,1,1,62.0,Yes,C,Male,Yes,Visual,Medium,19.0,Pass,Medium,1,20.0
No,20.0,53.0,98.0,0,1,98.0,No,A,Male,Yes,Kinesthetic,Low,2.0,Pass,High,,17.0
No,20.0,77.0,98.0,1,1,84.0,No,B,Male,Yes,Auditory,Low,4.0,Pass,High,2,17.0
No,26.0,68.0,98.0,1,1,95.0,No,A,Male,Yes,Visual,Low,2.0,Pass,High,1,17.0
No,28.0,75.0,98.0,1,1,99.0,No,A,Male,Yes,Kinesthetic,Low,9.0,Pass,High,2,17.0
Yes,20.0,53.0,98.0,0,1,98.0,Yes,A,Male,Yes,Kinesthetic,Low,2.0,Pass,High,,17.0
Yes,20.0,77.0,98.0,1,1,84.0,Yes,B,Male,Yes,Auditory,Low,4.0,Pass,High,2,17.0
Yes,26.0,68.0,98.0,1,1,95.0,Yes,A,Male,Yes,Visual,Low,2.0,Pass,High,1,17.0
Yes,28.0,75.0,98.0,1,1,99.0,Yes,A,Male,Yes,Kinesthetic,Low,9.0,Pass,High,2,17.0
No,20.0,53.0,98.0,0,1,98.0,No,A,Male,Yes,Kinesthetic,Medium,2.0,Pass,Medium,,17.0
No,20.0,77.0,98.0,1,1,84.0,No,B,Male,Yes,Auditory,Medium,4.0,Pass,Medium,2,17.0
No,26.0,68.0,98.0,1,1,95.0,No,A,Male,Yes,Visual,Medium,2.0,Pass,Medium,1,17.0
No,28.0,75.0,98.0,1,1,99.0,No,A,Male,Yes,Kinesthetic,Medium,9.0,Pass,Medium,2,17.0
Yes,20.0,53.0,98.0,0,1,98.0,Yes,A,Male,Yes,Kinesthetic,Medium,2.0,Pass,High,,17.0
Yes,20.0,77.0,98.0,1,1,84.0,Yes,B,Male,Yes,Auditory,Medium,4.0,Pass,High,2,17.0
Yes,26.0,68.0,98.0,1,1,95.0,Yes,A,Male,Yes,Visual,Medium,2.0,Pass,High,1,17.0
Yes,28.0,75.0,98.0,1,1,99.0,Yes,A,Male,Yes,Kinesthetic,Medium,9.0,Pass,High,2,17.0
Yes,20.0,53.0,98.0,0,1,98.0,Yes,A,Male,Yes,Kinesthetic,High,2.0,Pass,High,,17.0
Yes,20.0,77.0,98.0,1,1,84.0,Yes,B,Male,Yes,Auditory,High,4.0,Pass,High,2,17.0
Yes,26.0,68.0,98.0,1,1,95.0,Yes,A,Male,Yes,Visual,High,2.0,Pass,High,1,17.0
Yes,28.0,75.0,98.0,1,1,99.0,Yes,A,Male,Yes,Kinesthetic,High,9.0,Pass,High,2,17.0
No,20.0,53.0,98.0,0,1,98.0,No,A,Male,Yes,Kinesthetic,Medium,2.0,Pass,High,,17.0
No,20.0,77.0,98.0,1,1,84.0,No,B,Male,Yes,Auditory,Medium,4.0,Pass,High,2,17.0
No,26.0,68.0,98.0,1,1,95.0,No,A,Male,Yes,Visual,Medium,2.0,Pass,High,1,17.0
No,28.0,75.0,98.0,1,1,99.0,No,A,Male,Yes,Kinesthetic,Medium,9.0,Pass,High,2,17.0
No,20.0,53.0,98.0,0,1,98.0,No,A,Male,Yes,Kinesthetic,Low,2.0,Pass,Medium,,17.0
No,20.0,77.0,98.0,1,1,84.0,No,B,Male,Yes,Auditory,Low,4.0,Pass,Medium,2,17.0
No,26.0,68.0,98.0,1,1,95.0,No,A,Male,Yes,Visual,Low,2.0,Pass,Medium,1,17.0
No,28.0,75.0,98.0,1,1,99.0,No,A,Male,Yes,Kinesthetic,Low,9.0,Pass,Medium,2,17.0
No,21.0,60.0,94.0,0,1,69.0,No,C,Male,Yes,Visual,Low,14.0,Pass,Medium,2,15.0
No,21.0,60.0,94.0,0,1,69.0,No,C,Male,Yes,Visual,Medium,14.0,Pass,Low,2,15.0
Yes,21.0,60.0,94.0,0,1,69.0,Yes,C,Male,Yes,Visual,Medium,14.0,Pass,Low,2,15.0
No,21.0,60.0,94.0,0,1,69.0,No,C,Male,Yes,Visual,Medium,14.0,Pass,Medium,2,15.0
Yes,21.0,60.0,94.0,0,1,69.0,Yes,C,Male,Yes,Visual,Medium,14.0,Pass,High,2,15.0
No,20.0,81.0,96.0,1,1,55.0,No,C,Female,Yes,Visual,Medium,18.0,Pass,High,,21.0
Yes,20.0,81.0,96.0,1,1,55.0,Yes,C,Female,Yes,Visual,Low,18.0,Pass,High,,21.0
Yes,20.0,81.0,96.0,1,1,55.0,Yes,C,Female,No,Visual,High,18.0,Pass,Medium,,21.0
Yes,20.0,81.0,96.0,1,1,55.0,Yes,C,Female,Yes,Visual,Medium,18.0,Pass,Medium,,21.0
Yes,26.0,63.0,79.0,0,1,68.0,Yes,C,Male,Yes,Visual,Medium,10.0,Pass,Medium,,14.0
Yes,26.0,63.0,79.0,0,1,68.0,Yes,C,Male,Yes,Visual,Medium,10.0,Pass,Low,,14.0
No,26.0,63.0,79.0,0,1,68.0,No,C,Male,Yes,Visual,Medium,10.0,Pass,Medium,,14.0
No,26.0,53.0,76.0,1,0,48.0,No,D,Female,Yes,Auditory,Low,3.0,Fail,Medium,1,26.0
No,29.0,84.0,76.0,1,1,40.0,No,D,Female,Yes,Reading/Writing,Low,14.0,Fail,Medium,2,26.0
No,28.0,77.0,76.0,0,1,73.0,No,B,Female,Yes,Reading/Writing,Low,19.0,Pass,Medium,2,26.0
Yes,26.0,53.0,76.0,1,0,48.0,Yes,D,Female,Yes,Auditory,Medium,3.0,Fail,Low,1,26.0
Yes,29.0,84.0,76.0,1,1,40.0,Yes,D,Female,Yes,Reading/Writing,Medium,14.0,Fail,Low,2,26.0
Yes,28.0,77.0,76.0,0,1,73.0,Yes,B,Female,Yes,Reading/Writing,Medium,19.0,Pass,Low,2,26.0
Yes,26.0,60.0,77.0,1,1,65.0,Yes,C,Male,Yes,Reading/Writing,Medium,12.0,Pass,Medium,,22.0
Yes,27.0,68.0,77.0,0,1,96.0,Yes,A,Male,Yes,Reading/Writing,Medium,10.0,Pass,Medium,1,22.0
Yes,25.0,65.0,77.0,0,0,47.0,Yes,D,Male,Yes,Kinesthetic,Medium,7.0,Fail,Medium,1,22.0
Yes,26.0,60.0,77.0,1,1,65.0,Yes,C,Male,No,Reading/Writing,Medium,12.0,Pass,Medium,,22.0
Yes,27.0,68.0,77.0,0,1,96.0,Yes,A,Male,No,Reading/Writing,Medium,10.0,Pass,Medium,1,22.0
Yes,25.0,65.0,77.0,0,0,47.0,Yes,D,Male,No,Kinesthetic,Medium,7.0,Fail,Medium,1,22.0
Yes,26.0,60.0,77.0,1,1,65.0,Yes,C,Male,Yes,Reading/Writing,Medium,12.0,Pass,Low,,22.0
Yes,27.0,68.0,77.0,0,1,96.0,Yes,A,Male,Yes,Reading/Writing,Medium,10.0,Pass,Low,1,22.0
Yes,25.0,65.0,77.0,0,0,47.0,Yes,D,Male,Yes,Kinesthetic,Medium,7.0,Fail,Low,1,22.0
Yes,26.0,60.0,77.0,1,1,65.0,Yes,C,Male,Yes,Reading/Writing,High,12.0,Pass,Medium,,22.0
Yes,27.0,68.0,77.0,0,1,96.0,Yes,A,Male,Yes,Reading/Writing,High,10.0,Pass,Medium,1,22.0
Yes,25.0,65.0,77.0,0,0,47.0,Yes,D,Male,Yes,Kinesthetic,High,7.0,Fail,Medium,1,22.0
No,26.0,60.0,77.0,1,1,65.0,No,C,Male,Yes,Reading/Writing,Low,12.0,Pass,High,,22.0
No,27.0,68.0,77.0,0,1,96.0,No,A,Male,Yes,Reading/Writing,Low,10.0,Pass,High,1,22.0
No,25.0,65.0,77.0,0,0,47.0,No,D,Male,Yes,Kinesthetic,Low,7.0,Fail,High,1,22.0
No,26.0,60.0,77.0,1,1,65.0,No,C,Male,Yes,Reading/Writing,Medium,12.0,Pass,Low,,22.0
No,27.0,68.0,77.0,0,1,96.0,No,A,Male,Yes,Reading/Writing,Medium,10.0,Pass,Low,1,22.0
No,25.0,65.0,77.0,0,0,47.0,No,D,Male,Yes,Kinesthetic,Medium,7.0,Fail,Low,1,22.0
No,28.0,67.0,84.0,1,1,75.0,No,B,Male,No,Auditory,Medium,5.0,Pass,High,1,26.0
No,20.0,93.0,84.0,1,0,53.0,No,D,Male,No,Visual,Medium,6.0,Fail,High,,26.0
No,28.0,67.0,84.0,1,1,75.0,No,B,Male,Yes,Auditory,Low,5.0,Pass,Medium,1,26.0
No,20.0,93.0,84.0,1,0,53.0,No,D,Male,Yes,Visual,Low,6.0,Fail,Medium,,26.0
No,28.0,67.0,84.0,1,1,75.0,No,B,Male,Yes,Auditory,Medium,5.0,Pass,Medium,1,26.0
No,20.0,93.0,84.0,1,0,53.0,No,D,Male,Yes,Visual,Medium,6.0,Fail,Medium,,26.0
No,28.0,67.0,84.0,1,1,75.0,No,B,Male,No,Auditory,Medium,5.0,Pass,Medium,1,26.0
No,20.0,93.0,84.0,1,0,53.0,No,D,Male,No,Visual,Medium,6.0,Fail,Medium,,26.0
Yes,21.0,78.0,88.0,0,1,61.0,Yes,C,Male,Yes,Kinesthetic,Medium,13.0,Pass,Medium,1,30.0
Yes,28.0,58.0,88.0,0,1,76.0,Yes,B,Male,Yes,Auditory,Medium,15.0,Pass,Medium,1,30.0
Yes,29.0,51.0,88.0,0,1,49.0,Yes,D,Male,Yes,Kinesthetic,Medium,18.0,Fail,Medium,,30.0
Yes,21.0,78.0,88.0,0,1,61.0,Yes,C,Male,Yes,Kinesthetic,High,13.0,Pass,Medium,1,30.0
Yes,28.0,58.0,88.0,0,1,76.0,Yes,B,Male,Yes,Auditory,High,15.0,Pass,Medium,1,30.0
Yes,29.0,51.0,88.0,0,1,49.0,Yes,D,Male,Yes,Kinesthetic,High,18.0,Fail,Medium,,30.0
Yes,27.0,53.0,98.0,1,1,78.0,Yes,B,Male,Yes,Visual,High,16.0,Pass,Low,2,26.0
Yes,18.0,68.0,98.0,0,1,73.0,Yes,B,Male,Yes,Reading/Writing,High,16.0,Pass,Low,2,26.0
Yes,19.0,72.0,98.0,0,0,86.0,Yes,A,Male,Yes,Auditory,High,12.0,Pass,Low,,26.0
Yes,22.0,52.0,98.0,1,0,91.0,Yes,A,Male,Yes,Reading/Writing,High,17.0,Pass,Low,2,26.0
Yes,27.0,53.0,98.0,1,1,78.0,Yes,B,Male,Yes,Visual,Low,16.0,Pass,High,2,26.0
Yes,18.0,68.0,98.0,0,1,73.0,Yes,B,Male,Yes,Reading/Writing,Low,16.0,Pass,High,2,26.0
Yes,19.0,72.0,98.0,0,0,86.0,Yes,A,Male,Yes,Auditory,Low,12.0,Pass,High,,26.0
Yes,22.0,52.0,98.0,1,0,91.0,Yes,A,Male,Yes,Reading/Writing,Low,17.0,Pass,High,2,26.0
Yes,27.0,53.0,98.0,1,1,78.0,Yes,B,Male,Yes,Visual,Medium,16.0,Pass,High,2,26.0
Yes,18.0,68.0,98.0,0,1,73.0,Yes,B,Male,Yes,Reading/Writing,Medium,16.0,Pass,High,2,26.0
Yes,19.0,72.0,98.0,0,0,86.0,Yes,A,Male,Yes,Auditory,Medium,12.0,Pass,High,,26.0
Yes,22.0,52.0,98.0,1,0,91.0,Yes,A,Male,Yes,Reading/Writing,Medium,17.0,Pass,High,2,26.0
Yes,27.0,53.0,98.0,1,1,78.0,Yes,B,Male,Yes,Visual,Low,16.0,Pass,Medium,2,26.0
Yes,18.0,68.0,98.0,0,1,73.0,Yes,B,Male,Yes,Reading/Writing,Low,16.0,Pass,Medium,2,26.0
Yes,19.0,72.0,98.0,0,0,86.0,Yes,A,Male,Yes,Auditory,Low,12.0,Pass,Medium,,26.0
Yes,22.0,52.0,98.0,1,0,91.0,Yes,A,Male,Yes,Reading/Writing,Low,17.0,Pass,Medium,2,26.0
No,27.0,53.0,98.0,1,1,78.0,No,B,Male,Yes,Visual,Medium,16.0,Pass,Medium,2,26.0
No,18.0,68.0,98.0,0,1,73.0,No,B,Male,Yes,Reading/Writing,Medium,16.0,Pass,Medium,2,26.0
No,19.0,72.0,98.0,0,0,86.0,No,A,Male,Yes,Auditory,Medium,12.0,Pass,Medium,,26.0
No,22.0,52.0,98.0,1,0,91.0,No,A,Male,Yes,Reading/Writing,Medium,17.0,Pass,Medium,2,26.0
Yes,27.0,53.0,98.0,1,1,78.0,Yes,B,Male,Yes,Visual,Medium,16.0,Pass,Low,2,26.0
Yes,18.0,68.0,98.0,0,1,73.0,Yes,B,Male,Yes,Reading/Writing,Medium,16.0,Pass,Low,2,26.0
Yes,19.0,72.0,98.0,0,0,86.0,Yes,A,Male,Yes,Auditory,Medium,12.0,Pass,Low,,26.0
Yes,22.0,52.0,98.0,1,0,91.0,Yes,A,Male,Yes,Reading/Writing,Medium,17.0,Pass,Low,2,26.0
Yes,18.0,73.0,81.0,0,0,50.0,Yes,D,Male,Yes,Reading/Writing,Medium,11.0,Fail,Medium,1,16.0
No,18.0,73.0,81.0,0,0,50.0,No,D,Male,Yes,Reading/Writing,Medium,11.0,Fail,High,1,16.0
Yes,18.0,73.0,81.0,0,0,50.0,Yes,D,Male,No,Reading/Writing,High,11.0,Fail,High,1,16.0
Yes,18.0,73.0,81.0,0,0,50.0,Yes,D,Male,Yes,Reading/Writing,High,11.0,Fail,Medium,1,16.0
No,18.0,73.0,81.0,0,0,50.0,No,D,Male,Yes,Reading/Writing,High,11.0,Fail,Medium,1,16.0
Yes,27.0,58.0,91.0,1,1,73.0,Yes,B,Female,Yes,Visual,Low,6.0,Pass,High,2,23.0
No,27.0,58.0,91.0,1,1,73.0,No,B,Female,Yes,Visual,Medium,6.0,Pass,Medium,2,23.0
Yes,27.0,58.0,91.0,1,1,73.0,Yes,B,Female,Yes,Visual,High,6.0,Pass,Low,2,23.0
Yes,27.0,58.0,91.0,1,1,73.0,Yes,B,Female,Yes,Visual,Medium,6.0,Pass,Low,2,23.0
Yes,22.0,65.0,82.0,0,1,69.0,Yes,C,Female,Yes,Auditory,Low,9.0,Pass,High,2,16.0
Yes,26.0,61.0,82.0,1,1,61.0,Yes,C,Female,Yes,Auditory,Low,16.0,Pass,High,1,16.0
Yes,18.0,58.0,82.0,0,0,85.0,Yes,A,Female,Yes,Visual,Low,5.0,Pass,High,,16.0
Yes,22.0,65.0,82.0,0,1,69.0,Yes,C,Female,Yes,Auditory,Medium,9.0,Pass,Low,2,16.0
Yes,26.0,61.0,82.0,1,1,61.0,Yes,C,Female,Yes,Auditory,Medium,16.0,Pass,Low,1,16.0
Yes,18.0,58.0,82.0,0,0,85.0,Yes,A,Female,Yes,Visual,Medium,5.0,Pass,Low,,16.0
No,22.0,65.0,82.0,0,1,69.0,No,C,Female,Yes,Auditory,Medium,9.0,Pass,High,2,16.0
No,26.0,61.0,82.0,1,1,61.0,No,C,Female,Yes,Auditory,Medium,16.0,Pass,High,1,16.0
No,18.0,58.0,82.0,0,0,85.0,No,A,Female,Yes,Visual,Medium,5.0,Pass,High,,16.0
No,22.0,65.0,82.0,0,1,69.0,No,C,Female,Yes,Auditory,Medium,9.0,Pass,Medium,2,16.0
No,26.0,61.0,82.0,1,1,61.0,No,C,Female,Yes,Auditory,Medium,16.0,Pass,Medium,1,16.0
No,18.0,58.0,82.0,0,0,85.0,No,A,Female,Yes,Visual,Medium,5.0,Pass,Medium,,16.0
Yes,22.0,65.0,82.0,0,1,69.0,Yes,C,Female,Yes,Auditory,High,9.0,Pass,Medium,2,16.0
Yes,26.0,61.0,82.0,1,1,61.0,Yes,C,Female,Yes,Auditory,High,16.0,Pass,Medium,1,16.0
Yes,18.0,58.0,82.0,0,0,85.0,Yes,A,Female,Yes,Visual,High,5.0,Pass,Medium,,16.0
No,22.0,65.0,82.0,0,1,69.0,No,C,Female,Yes,Auditory,Low,9.0,Pass,Medium,2,16.0
No,26.0,61.0,82.0,1,1,61.0,No,C,Female,Yes,Auditory,Low,16.0,Pass,Medium,1,16.0
No,18.0,58.0,82.0,0,0,85.0,No,A,Female,Yes,Visual,Low,5.0,Pass,Medium,,16.0
Yes,18.0,90.0,79.0,0,1,80.0,Yes,B,Female,Yes,Auditory,Medium,16.0,Pass,Medium,2,16.0
Yes,21.0,52.0,79.0,1,1,43.0,Yes,D,Female,Yes,Visual,Medium,15.0,Fail,Medium,2,16.0
Yes,24.0,100.0,79.0,1,1,78.0,Yes,B,Female,Yes,Auditory,Medium,15.0,Pass,Medium,,16.0
Yes,21.0,70.0,79.0,0,1,83.0,Yes,B,Female,Yes,Reading/Writing,Medium,11.0,Pass,Medium,,16.0
Yes,29.0,73.0,79.0,0,1,47.0,Yes,D,Female,Yes,Visual,Medium,14.0,Fail,Medium,2,16.0
Yes,18.0,90.0,79.0,0,1,80.0,Yes,B,Female,Yes,Auditory,Medium,16.0,Pass,High,2,16.0
Yes,21.0,52.0,79.0,1,1,43.0,Yes,D,Female,Yes,Visual,Medium,15.0,Fail,High,2,16.0
Yes,24.0,100.0,79.0,1,1,78.0,Yes,B,Female,Yes,Auditory,Medium,15.0,Pass,High,,16.0
Yes,21.0,70.0,79.0,0,1,83.0,Yes,B,Female,Yes,Reading/Writing,Medium,11.0,Pass,High,,16.0
Yes,29.0,73.0,79.0,0,1,47.0,Yes,D,Female,Yes,Visual,Medium,14.0,Fail,High,2,16.0
No,18.0,90.0,79.0,0,1,80.0,No,B,Female,Yes,Auditory,Low,16.0,Pass,Medium,2,16.0
No,21.0,52.0,79.0,1,1,43.0,No,D,Female,Yes,Visual,Low,15.0,Fail,Medium,2,16.0
No,24.0,100.0,79.0,1,1,78.0,No,B,Female,Yes,Auditory,Low,15.0,Pass,Medium,,16.0
No,21.0,70.0,79.0,0,1,83.0,No,B,Female,Yes,Reading/Writing,Low,11.0,Pass,Medium,,16.0
No,29.0,73.0,79.0,0,1,47.0,No,D,Female,Yes,Visual,Low,14.0,Fail,Medium,2,16.0
