ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours,Cluster
No,23.0,98.0,68.0,1,1,92.0,No,A,Female,No,1,Medium,20.0,Pass,High,2,15.0,2
No,24.0,71.0,68.0,1,1,89.0,No,A,Female,No,2,Medium,20.0,Pass,High,2,15.0,1
No,25.0,69.0,68.0,1,<Na>,66.0,No,C,Female,Yes,2,Medium,1.0,Pass,Medium,1,15.0,0
No,25.0,72.0,68.0,<Na>,1,84.0,No,B,Female,Yes,2,Medium,1.0,Pass,Medium,1,15.0,1
No,21.0,97.0,68.0,1,<Na>,89.0,No,A,Female,Yes,1,Medium,4.0,Pass,Medium,2,15.0,2
No,23.0,98.0,68.0,1,1,92.0,No,A,Female,Yes,1,Medium,20.0,Pass,Medium,2,15.0,2
No,24.0,71.0,68.0,1,1,89.0,No,A,Female,Yes,2,Medium,20.0,Pass,Medium,2,15.0,1
No,20.0,65.0,89.0,1,1,57.0,No,C,Male,Yes,<Na>,Medium,11.0,Pass,Medium,1,33.0,3
No,19.0,98.0,88.0,1,1,65.0,No,C,Male,Yes,<Na>,Low,8.0,Pass,Low,<Na>,20.0,2
No,26.0,97.0,88.0,1,<Na>,78.0,No,B,Male,Yes,2,Low,5.0,Pass,Low,2,20.0,2
No,29.0,73.0,88.0,1,1,62.0,No,C,Male,Yes,<Na>,Low,7.0,Pass,Low,1,20.0,0
Yes,19.0,98.0,88.0,1,1,65.0,Yes,C,Male,Yes,<Na>,Medium,8.0,Pass,Medium,<Na>,20.0,2
Yes,26.0,97.0,88.0,1,<Na>,78.0,Yes,B,Male,Yes,2,Medium,5.0,Pass,Medium,2,20.0,2
Yes,29.0,73.0,88.0,1,1,62.0,Yes,C,Male,Yes,<Na>,Medium,7.0,Pass,Medium,1,20.0,0
No,19.0,98.0,88.0,1,1,65.0,No,C,Male,Yes,<Na>,Low,8.0,Pass,Medium,<Na>,20.0,2
No,26.0,97.0,88.0,1,<Na>,78.0,No,B,Male,Yes,2,Low,5.0,Pass,Medium,2,20.0,2
No,29.0,73.0,88.0,1,1,62.0,No,C,Male,Yes,<Na>,Low,7.0,Pass,Medium,1,20.0,0
Yes,19.0,98.0,88.0,1,1,65.0,Yes,C,Male,No,<Na>,Medium,8.0,Pass,High,<Na>,20.0,2
Yes,26.0,97.0,88.0,1,<Na>,78.0,Yes,B,Male,No,2,Medium,5.0,Pass,High,2,20.0,2
Yes,29.0,73.0,88.0,1,1,62.0,Yes,C,Male,No,<Na>,Medium,7.0,Pass,High,1,20.0,0
Yes,22.0,86.0,98.0,1,1,100.0,Yes,A,Male,Yes,<Na>,Medium,19.0,Pass,Medium,2,19.0,2
Yes,23.0,89.0,98.0,1,1,49.0,Yes,D,Male,Yes,<Na>,Medium,3.0,Fail,Medium,2,19.0,0
Yes,25.0,61.0,98.0,<Na>,1,50.0,Yes,D,Male,Yes,3,Medium,12.0,Fail,Medium,1,19.0,3
Yes,19.0,74.0,98.0,1,<Na>,65.0,Yes,C,Male,Yes,1,Medium,5.0,Pass,Medium,1,19.0,3
Yes,22.0,86.0,98.0,1,1,100.0,Yes,A,Male,No,<Na>,Medium,19.0,Pass,Low,2,19.0,2
Yes,23.0,89.0,98.0,1,1,49.0,Yes,D,Male,No,<Na>,Medium,3.0,Fail,Low,2,19.0,0
Yes,25.0,61.0,98.0,<Na>,1,50.0,Yes,D,Male,No,3,Medium,12.0,Fail,Low,1,19.0,3
Yes,19.0,74.0,98.0,1,<Na>,65.0,Yes,C,Male,No,1,Medium,5.0,Pass,Low,1,19.0,3
Yes,22.0,86.0,98.0,1,1,100.0,Yes,A,Male,Yes,<Na>,Medium,19.0,Pass,Low,2,19.0,2
Yes,23.0,89.0,98.0,1,1,49.0,Yes,D,Male,Yes,<Na>,Medium,3.0,Fail,Low,2,19.0,0
Yes,25.0,61.0,98.0,<Na>,1,50.0,Yes,D,Male,Yes,3,Medium,12.0,Fail,Low,1,19.0,3
Yes,19.0,74.0,98.0,1,<Na>,65.0,Yes,C,Male,Yes,1,Medium,5.0,Pass,Low,1,19.0,3
Yes,22.0,86.0,98.0,1,1,100.0,Yes,A,Male,Yes,<Na>,Medium,19.0,Pass,High,2,19.0,2
Yes,23.0,89.0,98.0,1,1,49.0,Yes,D,Male,Yes,<Na>,Medium,3.0,Fail,High,2,19.0,0
Yes,25.0,61.0,98.0,<Na>,1,50.0,Yes,D,Male,Yes,3,Medium,12.0,Fail,High,1,19.0,3
Yes,19.0,74.0,98.0,1,<Na>,65.0,Yes,C,Male,Yes,1,Medium,5.0,Pass,High,1,19.0,3
Yes,22.0,86.0,98.0,1,1,100.0,Yes,A,Male,Yes,<Na>,High,19.0,Pass,High,2,19.0,2
Yes,23.0,89.0,98.0,1,1,49.0,Yes,D,Male,Yes,<Na>,High,3.0,Fail,High,2,19.0,0
Yes,25.0,61.0,98.0,<Na>,1,50.0,Yes,D,Male,Yes,3,High,12.0,Fail,High,1,19.0,3
Yes,19.0,74.0,98.0,1,<Na>,65.0,Yes,C,Male,Yes,1,High,5.0,Pass,High,1,19.0,3
Yes,22.0,59.0,68.0,1,1,61.0,Yes,C,Male,Yes,2,Medium,11.0,Pass,Low,2,33.0,3
Yes,23.0,79.0,68.0,1,1,41.0,Yes,D,Male,Yes,3,Medium,2.0,Fail,Low,2,33.0,0
Yes,26.0,51.0,68.0,<Na>,1,76.0,Yes,B,Male,Yes,2,Medium,15.0,Pass,Low,2,33.0,1
Yes,24.0,94.0,68.0,1,<Na>,62.0,Yes,C,Male,Yes,<Na>,Medium,19.0,Pass,Low,<Na>,33.0,2
No,18.0,54.0,63.0,<Na>,1,68.0,No,C,Male,Yes,3,Low,4.0,Pass,High,<Na>,12.0,3
No,24.0,75.0,63.0,1,1,71.0,No,B,Male,Yes,2,Low,7.0,Pass,High,1,12.0,1
No,18.0,54.0,63.0,<Na>,1,68.0,No,C,Male,Yes,3,Low,4.0,Pass,Medium,<Na>,12.0,3
No,24.0,75.0,63.0,1,1,71.0,No,B,Male,Yes,2,Low,7.0,Pass,Medium,1,12.0,1
Yes,24.0,63.0,76.0,1,1,80.0,Yes,B,Female,Yes,1,Medium,14.0,Pass,High,1,19.0,1
Yes,29.0,51.0,76.0,1,1,61.0,Yes,C,Female,Yes,<Na>,Medium,0.0,Pass,High,<Na>,19.0,1
Yes,24.0,63.0,76.0,1,1,80.0,Yes,B,Female,Yes,1,Medium,14.0,Pass,Medium,1,19.0,1
Yes,29.0,51.0,76.0,1,1,61.0,Yes,C,Female,Yes,<Na>,Medium,0.0,Pass,Medium,<Na>,19.0,1
No,24.0,63.0,76.0,1,1,80.0,No,B,Female,Yes,1,Low,14.0,Pass,High,1,19.0,1
No,29.0,51.0,76.0,1,1,61.0,No,C,Female,Yes,<Na>,Low,0.0,Pass,High,<Na>,19.0,1
Yes,24.0,63.0,76.0,1,1,80.0,Yes,B,Female,Yes,1,Medium,14.0,Pass,Low,1,19.0,1
Yes,29.0,51.0,76.0,1,1,61.0,Yes,C,Female,Yes,<Na>,Medium,0.0,Pass,Low,<Na>,19.0,1
Yes,24.0,63.0,76.0,1,1,80.0,Yes,B,Female,Yes,1,Low,14.0,Pass,High,1,19.0,1
Yes,29.0,51.0,76.0,1,1,61.0,Yes,C,Female,Yes,<Na>,Low,0.0,Pass,High,<Na>,19.0,1
Yes,24.0,63.0,76.0,1,1,80.0,Yes,B,Female,Yes,1,Low,14.0,Pass,Low,1,19.0,1
Yes,29.0,51.0,76.0,1,1,61.0,Yes,C,Female,Yes,<Na>,Low,0.0,Pass,Low,<Na>,19.0,1
Yes,21.0,55.0,90.0,1,1,93.0,Yes,A,Male,No,1,Low,0.0,Pass,Medium,2,35.0,3
Yes,20.0,89.0,90.0,1,1,92.0,Yes,A,Male,No,3,Low,5.0,Pass,Medium,1,35.0,2
Yes,28.0,78.0,90.0,1,1,72.0,Yes,B,Male,No,3,Low,5.0,Pass,Medium,2,35.0,0
Yes,20.0,87.0,75.0,<Na>,<Na>,48.0,Yes,D,Male,Yes,3,High,16.0,Fail,High,2,15.0,3
Yes,27.0,85.0,75.0,1,1,77.0,Yes,B,Male,Yes,1,High,7.0,Pass,High,1,15.0,0
Yes,29.0,91.0,75.0,<Na>,<Na>,41.0,Yes,D,Male,Yes,3,High,4.0,Fail,High,<Na>,15.0,0
No,20.0,87.0,75.0,<Na>,<Na>,48.0,No,D,Male,Yes,3,Medium,16.0,Fail,Medium,2,15.0,3
No,27.0,85.0,75.0,1,1,77.0,No,B,Male,Yes,1,Medium,7.0,Pass,Medium,1,15.0,0
No,29.0,91.0,75.0,<Na>,<Na>,41.0,No,D,Male,Yes,3,Medium,4.0,Fail,Medium,<Na>,15.0,0
Yes,19.0,65.0,73.0,<Na>,1,87.0,Yes,A,Female,Yes,<Na>,Medium,10.0,Pass,Medium,2,30.0,3
No,19.0,65.0,73.0,<Na>,1,87.0,No,A,Female,Yes,<Na>,Medium,10.0,Pass,Low,2,30.0,3
No,19.0,84.0,84.0,<Na>,1,61.0,No,C,Male,Yes,<Na>,Low,8.0,Pass,Medium,2,30.0,3
No,23.0,55.0,84.0,1,1,60.0,No,C,Male,Yes,1,Low,13.0,Pass,Medium,2,30.0,3
No,27.0,98.0,84.0,1,<Na>,87.0,No,A,Male,Yes,1,Low,6.0,Pass,Medium,2,30.0,2
No,25.0,65.0,84.0,1,1,84.0,No,B,Male,Yes,2,Low,12.0,Pass,Medium,2,30.0,1
No,21.0,82.0,84.0,<Na>,1,87.0,No,A,Male,Yes,2,Low,17.0,Pass,Medium,<Na>,30.0,2
No,19.0,88.0,84.0,<Na>,1,90.0,No,A,Male,Yes,1,Low,17.0,Pass,Medium,2,30.0,2
No,19.0,84.0,84.0,<Na>,1,61.0,No,C,Male,Yes,<Na>,Medium,8.0,Pass,Medium,2,30.0,3
No,23.0,55.0,84.0,1,1,60.0,No,C,Male,Yes,1,Medium,13.0,Pass,Medium,2,30.0,3
No,27.0,98.0,84.0,1,<Na>,87.0,No,A,Male,Yes,1,Medium,6.0,Pass,Medium,2,30.0,2
No,25.0,65.0,84.0,1,1,84.0,No,B,Male,Yes,2,Medium,12.0,Pass,Medium,2,30.0,1
No,21.0,82.0,84.0,<Na>,1,87.0,No,A,Male,Yes,2,Medium,17.0,Pass,Medium,<Na>,30.0,2
No,19.0,88.0,84.0,<Na>,1,90.0,No,A,Male,Yes,1,Medium,17.0,Pass,Medium,2,30.0,2
Yes,19.0,84.0,84.0,<Na>,1,61.0,Yes,C,Male,Yes,<Na>,Medium,8.0,Pass,Medium,2,30.0,3
Yes,23.0,55.0,84.0,1,1,60.0,Yes,C,Male,Yes,1,Medium,13.0,Pass,Medium,2,30.0,3
Yes,27.0,98.0,84.0,1,<Na>,87.0,Yes,A,Male,Yes,1,Medium,6.0,Pass,Medium,2,30.0,2
Yes,25.0,65.0,84.0,1,1,84.0,Yes,B,Male,Yes,2,Medium,12.0,Pass,Medium,2,30.0,1
Yes,21.0,82.0,84.0,<Na>,1,87.0,Yes,A,Male,Yes,2,Medium,17.0,Pass,Medium,<Na>,30.0,2
Yes,19.0,88.0,84.0,<Na>,1,90.0,Yes,A,Male,Yes,1,Medium,17.0,Pass,Medium,2,30.0,2
No,29.0,66.0,95.0,1,<Na>,94.0,No,A,Female,Yes,1,Medium,1.0,Pass,High,2,17.0,1
No,25.0,74.0,95.0,<Na>,<Na>,81.0,No,B,Female,Yes,<Na>,Medium,10.0,Pass,High,2,17.0,1
No,22.0,71.0,95.0,<Na>,1,88.0,No,A,Female,Yes,3,Medium,18.0,Pass,High,2,17.0,2
Yes,29.0,66.0,95.0,1,<Na>,94.0,Yes,A,Female,No,1,Low,1.0,Pass,Low,2,17.0,1
Yes,25.0,74.0,95.0,<Na>,<Na>,81.0,Yes,B,Female,No,<Na>,Low,10.0,Pass,Low,2,17.0,1
Yes,22.0,71.0,95.0,<Na>,1,88.0,Yes,A,Female,No,3,Low,18.0,Pass,Low,2,17.0,2
No,29.0,66.0,95.0,1,<Na>,94.0,No,A,Female,Yes,1,Low,1.0,Pass,Medium,2,17.0,1
No,25.0,74.0,95.0,<Na>,<Na>,81.0,No,B,Female,Yes,<Na>,Low,10.0,Pass,Medium,2,17.0,1
No,22.0,71.0,95.0,<Na>,1,88.0,No,A,Female,Yes,3,Low,18.0,Pass,Medium,2,17.0,2
Yes,24.0,58.0,62.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,1,Medium,15.0,Pass,High,2,23.0,1
Yes,26.0,93.0,62.0,1,1,91.0,Yes,A,Male,Yes,<Na>,Medium,0.0,Pass,High,<Na>,23.0,2
No,24.0,58.0,62.0,<Na>,<Na>,98.0,No,A,Male,Yes,1,Medium,15.0,Pass,Low,2,23.0,1
No,26.0,93.0,62.0,1,1,91.0,No,A,Male,Yes,<Na>,Medium,0.0,Pass,Low,<Na>,23.0,2
No,24.0,58.0,62.0,<Na>,<Na>,98.0,No,A,Male,Yes,1,Medium,15.0,Pass,Medium,2,23.0,1
No,26.0,93.0,62.0,1,1,91.0,No,A,Male,Yes,<Na>,Medium,0.0,Pass,Medium,<Na>,23.0,2
Yes,24.0,58.0,62.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,1,Low,15.0,Pass,High,2,23.0,1
Yes,26.0,93.0,62.0,1,1,91.0,Yes,A,Male,Yes,<Na>,Low,0.0,Pass,High,<Na>,23.0,2
Yes,24.0,58.0,62.0,<Na>,<Na>,98.0,Yes,A,Male,Yes,1,Low,15.0,Pass,Medium,2,23.0,1
Yes,26.0,93.0,62.0,1,1,91.0,Yes,A,Male,Yes,<Na>,Low,0.0,Pass,Medium,<Na>,23.0,2
No,24.0,58.0,62.0,<Na>,<Na>,98.0,No,A,Male,No,1,High,15.0,Pass,Medium,2,23.0,1
No,26.0,93.0,62.0,1,1,91.0,No,A,Male,No,<Na>,High,0.0,Pass,Medium,<Na>,23.0,2
No,19.0,58.0,66.0,1,<Na>,83.0,No,B,Female,Yes,2,Medium,19.0,Pass,Medium,1,18.0,3
No,27.0,83.0,66.0,<Na>,1,42.0,No,D,Female,Yes,<Na>,Medium,4.0,Fail,Medium,<Na>,18.0,0
No,28.0,66.0,66.0,<Na>,1,49.0,No,D,Female,Yes,2,Medium,15.0,Fail,Medium,2,18.0,0
No,22.0,82.0,66.0,<Na>,1,83.0,No,B,Female,Yes,1,Medium,14.0,Pass,Medium,1,18.0,2
Yes,19.0,58.0,66.0,1,<Na>,83.0,Yes,B,Female,Yes,2,Medium,19.0,Pass,High,1,18.0,3
Yes,27.0,83.0,66.0,<Na>,1,42.0,Yes,D,Female,Yes,<Na>,Medium,4.0,Fail,High,<Na>,18.0,0
Yes,28.0,66.0,66.0,<Na>,1,49.0,Yes,D,Female,Yes,2,Medium,15.0,Fail,High,2,18.0,0
Yes,22.0,82.0,66.0,<Na>,1,83.0,Yes,B,Female,Yes,1,Medium,14.0,Pass,High,1,18.0,2
Yes,19.0,58.0,66.0,1,<Na>,83.0,Yes,B,Female,Yes,2,Medium,19.0,Pass,Medium,1,18.0,3
Yes,27.0,83.0,66.0,<Na>,1,42.0,Yes,D,Female,Yes,<Na>,Medium,4.0,Fail,Medium,<Na>,18.0,0
Yes,28.0,66.0,66.0,<Na>,1,49.0,Yes,D,Female,Yes,2,Medium,15.0,Fail,Medium,2,18.0,0
Yes,22.0,82.0,66.0,<Na>,1,83.0,Yes,B,Female,Yes,1,Medium,14.0,Pass,Medium,1,18.0,2
No,19.0,58.0,66.0,1,<Na>,83.0,No,B,Female,Yes,2,Medium,19.0,Pass,High,1,18.0,3
No,27.0,83.0,66.0,<Na>,1,42.0,No,D,Female,Yes,<Na>,Medium,4.0,Fail,High,<Na>,18.0,0
No,28.0,66.0,66.0,<Na>,1,49.0,No,D,Female,Yes,2,Medium,15.0,Fail,High,2,18.0,0
No,22.0,82.0,66.0,<Na>,1,83.0,No,B,Female,Yes,1,Medium,14.0,Pass,High,1,18.0,2
No,25.0,66.0,64.0,1,1,86.0,No,A,Female,Yes,1,Medium,11.0,Pass,Medium,1,17.0,1
No,20.0,84.0,64.0,1,1,54.0,No,D,Female,Yes,1,Medium,6.0,Fail,Medium,<Na>,17.0,3
No,25.0,66.0,64.0,1,1,86.0,No,A,Female,Yes,1,Medium,11.0,Pass,High,1,17.0,1
No,20.0,84.0,64.0,1,1,54.0,No,D,Female,Yes,1,Medium,6.0,Fail,High,<Na>,17.0,3
Yes,25.0,66.0,64.0,1,1,86.0,Yes,A,Female,Yes,1,Low,11.0,Pass,Low,1,17.0,1
Yes,20.0,84.0,64.0,1,1,54.0,Yes,D,Female,Yes,1,Low,6.0,Fail,Low,<Na>,17.0,3
Yes,25.0,66.0,64.0,1,1,86.0,Yes,A,Female,Yes,1,Medium,11.0,Pass,Low,1,17.0,1
Yes,20.0,84.0,64.0,1,1,54.0,Yes,D,Female,Yes,1,Medium,6.0,Fail,Low,<Na>,17.0,3
Yes,26.0,100.0,61.0,<Na>,1,85.0,Yes,A,Male,Yes,1,Medium,7.0,Pass,High,2,15.0,2
No,26.0,100.0,61.0,<Na>,1,85.0,No,A,Male,Yes,1,Medium,7.0,Pass,Medium,2,15.0,2
Yes,26.0,100.0,61.0,<Na>,1,85.0,Yes,A,Male,Yes,1,Medium,7.0,Pass,Low,2,15.0,2
No,26.0,100.0,61.0,<Na>,1,85.0,No,A,Male,Yes,1,High,7.0,Pass,Medium,2,15.0,2
No,22.0,67.0,79.0,<Na>,1,99.0,No,A,Female,Yes,3,Low,11.0,Pass,Medium,2,22.0,1
No,21.0,73.0,79.0,1,1,47.0,No,D,Female,Yes,2,Low,5.0,Fail,Medium,1,22.0,3
No,29.0,86.0,79.0,1,1,47.0,No,D,Female,Yes,2,Low,2.0,Fail,Medium,2,22.0,0
No,25.0,94.0,79.0,<Na>,<Na>,78.0,No,B,Female,Yes,1,Low,5.0,Pass,Medium,2,22.0,2
No,27.0,62.0,79.0,1,1,73.0,No,B,Female,Yes,1,Low,19.0,Pass,Medium,1,22.0,1
No,29.0,99.0,79.0,<Na>,1,72.0,No,B,Female,Yes,1,Low,16.0,Pass,Medium,2,22.0,0
No,21.0,52.0,79.0,1,1,80.0,No,B,Female,Yes,3,Low,5.0,Pass,Medium,<Na>,22.0,3
No,26.0,88.0,79.0,1,<Na>,94.0,No,A,Female,Yes,1,Low,12.0,Pass,Medium,<Na>,22.0,2
No,22.0,65.0,79.0,1,1,81.0,No,B,Female,Yes,2,Low,12.0,Pass,Medium,2,22.0,1
No,22.0,67.0,79.0,<Na>,1,99.0,No,A,Female,No,3,Medium,11.0,Pass,Medium,2,22.0,1
No,21.0,73.0,79.0,1,1,47.0,No,D,Female,No,2,Medium,5.0,Fail,Medium,1,22.0,3
No,29.0,86.0,79.0,1,1,47.0,No,D,Female,No,2,Medium,2.0,Fail,Medium,2,22.0,0
No,25.0,94.0,79.0,<Na>,<Na>,78.0,No,B,Female,No,1,Medium,5.0,Pass,Medium,2,22.0,2
No,27.0,62.0,79.0,1,1,73.0,No,B,Female,No,1,Medium,19.0,Pass,Medium,1,22.0,1
No,29.0,99.0,79.0,<Na>,1,72.0,No,B,Female,No,1,Medium,16.0,Pass,Medium,2,22.0,0
No,21.0,52.0,79.0,1,1,80.0,No,B,Female,No,3,Medium,5.0,Pass,Medium,<Na>,22.0,3
No,26.0,88.0,79.0,1,<Na>,94.0,No,A,Female,No,1,Medium,12.0,Pass,Medium,<Na>,22.0,2
No,22.0,65.0,79.0,1,1,81.0,No,B,Female,No,2,Medium,12.0,Pass,Medium,2,22.0,1
Yes,22.0,67.0,79.0,<Na>,1,99.0,Yes,A,Female,Yes,3,Medium,11.0,Pass,Medium,2,22.0,1
Yes,21.0,73.0,79.0,1,1,47.0,Yes,D,Female,Yes,2,Medium,5.0,Fail,Medium,1,22.0,3
Yes,29.0,86.0,79.0,1,1,47.0,Yes,D,Female,Yes,2,Medium,2.0,Fail,Medium,2,22.0,0
Yes,25.0,94.0,79.0,<Na>,<Na>,78.0,Yes,B,Female,Yes,1,Medium,5.0,Pass,Medium,2,22.0,2
Yes,27.0,62.0,79.0,1,1,73.0,Yes,B,Female,Yes,1,Medium,19.0,Pass,Medium,1,22.0,1
Yes,29.0,99.0,79.0,<Na>,1,72.0,Yes,B,Female,Yes,1,Medium,16.0,Pass,Medium,2,22.0,0
Yes,21.0,52.0,79.0,1,1,80.0,Yes,B,Female,Yes,3,Medium,5.0,Pass,Medium,<Na>,22.0,3
Yes,26.0,88.0,79.0,1,<Na>,94.0,Yes,A,Female,Yes,1,Medium,12.0,Pass,Medium,<Na>,22.0,2
Yes,22.0,65.0,79.0,1,1,81.0,Yes,B,Female,Yes,2,Medium,12.0,Pass,Medium,2,22.0,1
Yes,22.0,67.0,79.0,<Na>,1,99.0,Yes,A,Female,Yes,3,Medium,11.0,Pass,High,2,22.0,1
Yes,21.0,73.0,79.0,1,1,47.0,Yes,D,Female,Yes,2,Medium,5.0,Fail,High,1,22.0,3
Yes,29.0,86.0,79.0,1,1,47.0,Yes,D,Female,Yes,2,Medium,2.0,Fail,High,2,22.0,0
Yes,25.0,94.0,79.0,<Na>,<Na>,78.0,Yes,B,Female,Yes,1,Medium,5.0,Pass,High,2,22.0,2
Yes,27.0,62.0,79.0,1,1,73.0,Yes,B,Female,Yes,1,Medium,19.0,Pass,High,1,22.0,1
Yes,29.0,99.0,79.0,<Na>,1,72.0,Yes,B,Female,Yes,1,Medium,16.0,Pass,High,2,22.0,0
Yes,21.0,52.0,79.0,1,1,80.0,Yes,B,Female,Yes,3,Medium,5.0,Pass,High,<Na>,22.0,3
Yes,26.0,88.0,79.0,1,<Na>,94.0,Yes,A,Female,Yes,1,Medium,12.0,Pass,High,<Na>,22.0,2
Yes,22.0,65.0,79.0,1,1,81.0,Yes,B,Female,Yes,2,Medium,12.0,Pass,High,2,22.0,1
Yes,26.0,75.0,73.0,1,1,93.0,Yes,A,Male,Yes,1,High,12.0,Pass,Medium,2,8.0,1
Yes,26.0,75.0,73.0,1,1,93.0,Yes,A,Male,Yes,1,Medium,12.0,Pass,High,2,8.0,1
No,26.0,75.0,73.0,1,1,93.0,No,A,Male,Yes,1,High,12.0,Pass,High,2,8.0,1
Yes,26.0,75.0,73.0,1,1,93.0,Yes,A,Male,Yes,1,Low,12.0,Pass,High,2,8.0,1
Yes,25.0,88.0,75.0,<Na>,1,84.0,Yes,B,Male,Yes,3,High,16.0,Pass,Medium,2,27.0,2
Yes,25.0,88.0,75.0,<Na>,1,84.0,Yes,B,Male,Yes,3,Medium,16.0,Pass,Low,2,27.0,2
Yes,26.0,83.0,87.0,1,1,85.0,Yes,A,Male,Yes,1,Low,10.0,Pass,Medium,1,13.0,1
Yes,21.0,80.0,87.0,1,1,65.0,Yes,C,Male,Yes,<Na>,Low,13.0,Pass,Medium,2,13.0,3
Yes,28.0,83.0,91.0,1,1,43.0,Yes,D,Male,Yes,2,High,6.0,Fail,Medium,2,30.0,0
No,18.0,61.0,68.0,1,1,42.0,No,D,Female,Yes,1,High,13.0,Fail,Medium,2,20.0,3
No,23.0,88.0,68.0,1,1,79.0,No,B,Female,Yes,2,High,4.0,Pass,Medium,1,20.0,2
No,27.0,67.0,68.0,<Na>,1,95.0,No,A,Female,Yes,3,High,8.0,Pass,Medium,1,20.0,1
No,25.0,93.0,68.0,<Na>,1,44.0,No,D,Female,Yes,2,High,16.0,Fail,Medium,2,20.0,0
No,23.0,84.0,68.0,1,1,97.0,No,A,Female,Yes,<Na>,High,0.0,Pass,Medium,2,20.0,2
Yes,18.0,61.0,68.0,1,1,42.0,Yes,D,Female,Yes,1,Low,13.0,Fail,Medium,2,20.0,3
Yes,23.0,88.0,68.0,1,1,79.0,Yes,B,Female,Yes,2,Low,4.0,Pass,Medium,1,20.0,2
Yes,27.0,67.0,68.0,<Na>,1,95.0,Yes,A,Female,Yes,3,Low,8.0,Pass,Medium,1,20.0,1
Yes,25.0,93.0,68.0,<Na>,1,44.0,Yes,D,Female,Yes,2,Low,16.0,Fail,Medium,2,20.0,0
Yes,23.0,84.0,68.0,1,1,97.0,Yes,A,Female,Yes,<Na>,Low,0.0,Pass,Medium,2,20.0,2
Yes,18.0,61.0,68.0,1,1,42.0,Yes,D,Female,Yes,1,High,13.0,Fail,Low,2,20.0,3
Yes,23.0,88.0,68.0,1,1,79.0,Yes,B,Female,Yes,2,High,4.0,Pass,Low,1,20.0,2
Yes,27.0,67.0,68.0,<Na>,1,95.0,Yes,A,Female,Yes,3,High,8.0,Pass,Low,1,20.0,1
Yes,25.0,93.0,68.0,<Na>,1,44.0,Yes,D,Female,Yes,2,High,16.0,Fail,Low,2,20.0,0
Yes,23.0,84.0,68.0,1,1,97.0,Yes,A,Female,Yes,<Na>,High,0.0,Pass,Low,2,20.0,2
Yes,18.0,61.0,68.0,1,1,42.0,Yes,D,Female,No,1,Medium,13.0,Fail,High,2,20.0,3
Yes,23.0,88.0,68.0,1,1,79.0,Yes,B,Female,No,2,Medium,4.0,Pass,High,1,20.0,2
Yes,27.0,67.0,68.0,<Na>,1,95.0,Yes,A,Female,No,3,Medium,8.0,Pass,High,1,20.0,1
Yes,25.0,93.0,68.0,<Na>,1,44.0,Yes,D,Female,No,2,Medium,16.0,Fail,High,2,20.0,0
Yes,23.0,84.0,68.0,1,1,97.0,Yes,A,Female,No,<Na>,Medium,0.0,Pass,High,2,20.0,2
Yes,18.0,61.0,68.0,1,1,42.0,Yes,D,Female,Yes,1,High,13.0,Fail,Medium,2,20.0,3
Yes,23.0,88.0,68.0,1,1,79.0,Yes,B,Female,Yes,2,High,4.0,Pass,Medium,1,20.0,2
Yes,27.0,67.0,68.0,<Na>,1,95.0,Yes,A,Female,Yes,3,High,8.0,Pass,Medium,1,20.0,1
Yes,25.0,93.0,68.0,<Na>,1,44.0,Yes,D,Female,Yes,2,High,16.0,Fail,Medium,2,20.0,0
Yes,23.0,84.0,68.0,1,1,97.0,Yes,A,Female,Yes,<Na>,High,0.0,Pass,Medium,2,20.0,2
Yes,18.0,61.0,68.0,1,1,42.0,Yes,D,Female,Yes,1,Medium,13.0,Fail,Medium,2,20.0,3
Yes,23.0,88.0,68.0,1,1,79.0,Yes,B,Female,Yes,2,Medium,4.0,Pass,Medium,1,20.0,2
Yes,27.0,67.0,68.0,<Na>,1,95.0,Yes,A,Female,Yes,3,Medium,8.0,Pass,Medium,1,20.0,1
Yes,25.0,93.0,68.0,<Na>,1,44.0,Yes,D,Female,Yes,2,Medium,16.0,Fail,Medium,2,20.0,0
Yes,23.0,84.0,68.0,1,1,97.0,Yes,A,Female,Yes,<Na>,Medium,0.0,Pass,Medium,2,20.0,2
Yes,18.0,61.0,68.0,1,1,42.0,Yes,D,Female,Yes,1,Medium,13.0,Fail,High,2,20.0,3
Yes,23.0,88.0,68.0,1,1,79.0,Yes,B,Female,Yes,2,Medium,4.0,Pass,High,1,20.0,2
Yes,27.0,67.0,68.0,<Na>,1,95.0,Yes,A,Female,Yes,3,Medium,8.0,Pass,High,1,20.0,1
Yes,25.0,93.0,68.0,<Na>,1,44.0,Yes,D,Female,Yes,2,Medium,16.0,Fail,High,2,20.0,0
Yes,23.0,84.0,68.0,1,1,97.0,Yes,A,Female,Yes,<Na>,Medium,0.0,Pass,High,2,20.0,2
No,18.0,61.0,68.0,1,1,42.0,No,D,Female,Yes,1,Low,13.0,Fail,High,2,20.0,3
No,23.0,88.0,68.0,1,1,79.0,No,B,Female,Yes,2,Low,4.0,Pass,High,1,20.0,2
No,27.0,67.0,68.0,<Na>,1,95.0,No,A,Female,Yes,3,Low,8.0,Pass,High,1,20.0,1
